计数,名称,内容,位置 X,位置 Y,位置 Z,直径,中心 X,中心 Y,中心 Z
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.93},10604.7389,3721.6653,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-625.49},10599.7653,3938.3864,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.33},11066.1490,5647.8004,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-602.92},10375.7375,3928.4589,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.96},10605.7976,3952.9376,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.60},10005.4499,3921.2217,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.74},10637.1659,2962.9186,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-741.33},10628.9944,2948.4359,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.40},10071.3299,2963.2107,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-708.22},10059.7292,2948.9075,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.86},10612.8661,3441.1147,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-675.46},10605.0186,3427.4827,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.26},10048.2369,3349.4452,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-638.24},10040.6486,3330.1666,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.85},10562.6045,5560.7859,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-319.15},10550.9548,5544.2770,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.03},10418.9549,5640.6365,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-310.56},10408.6494,5624.2349,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-384.26},11058.3196,5282.6410,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-306.66},10918.6273,5521.0807,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-289.89},10922.8497,5603.7963,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.71},11066.6496,5298.2006,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-307.17},10756.0808,5589.0500,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-403.45},10547.5861,5073.2525,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.15},10545.0183,5202.8280,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-278.07},11057.0426,5632.5754,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.24},10563.1239,5087.1917,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.51},11057.6121,5159.4788,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.10},10765.2343,5604.3503,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-374.53},10537.5554,5187.1885,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-445.95},11048.7294,5146.3158,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.18},9063.2707,4683.1623,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-373.11},9055.4049,4667.3524,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.12},8599.7563,5007.2229,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-315.98},8589.0129,4994.1334,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.83},8576.3683,4226.2313,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-474.30},8526.8682,3910.4860,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-387.45},9052.2667,4453.8643,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.91},9188.0980,4383.6225,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-305.94},8583.2352,5165.0145,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-313.96},9214.0049,5568.1942,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-302.19},9545.1794,5462.7992,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.09},8772.6923,5370.6419,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.98},9224.1377,5583.2065,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-297.72},9020.4607,5435.3710,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.56},8594.6829,5182.7165,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.25},9551.5542,5479.0256,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.46},9028.1404,5452.5269,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-879.35},9495.4870,1704.1718,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.05},9538.4416,2329.7547,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.74},8478.4514,2011.4418,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.00},9504.9004,1720.0388,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-776.64},10096.1487,2572.2892,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.34},9552.2043,2827.7263,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.37},10126.7000,2197.0701,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.46},10105.4470,2587.7174,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-718.86},8470.5755,1993.3852,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-541.26},7963.2890,3403.0847,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-639.82},9035.5293,3000.8971,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.49},9018.7877,3997.5560,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-503.05},9009.5878,3981.6757,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-691.60},8462.2479,1765.9064,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.68},8470.5277,1781.4256,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;37.60},8551.6550,2816.0488,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-661.17},8538.7444,2800.4585,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-280.07},5579.9549,5128.4583,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-412.05},9706.5700,4681.2651,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-440.24},9175.7095,4368.9382,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-413.23},9995.3902,4801.2620,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.42},9715.9740,4693.8911,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.51},9042.4872,3015.7471,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-709.58},9546.9162,2811.4638,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.31},9574.6788,3298.2691,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-624.59},9565.0629,3282.7345,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.73},10004.1824,4815.7059,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.41},10049.9555,5466.6737,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-325.60},10041.2699,5449.8302,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.91},9681.2131,5581.3209,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-296.94},9673.1993,5564.6935,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.30},9563.0636,5120.8492,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-325.80},9552.1778,5106.9425,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.42},10034.8038,5118.5629,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-339.44},10025.0122,5105.9635,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;409.05},8573.3734,4214.1506,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.11},9055.7010,5526.0128,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.71},8537.5878,3926.4164,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;4.15},8096.5491,4404.9212,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.25},7567.3597,5115.0819,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.38},7000.9273,3265.5651,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-295.77},9048.8554,5510.8288,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-416.23},7764.2872,4976.5352,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-553.42},8548.6346,3354.3889,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-617.28},7442.3226,2884.0144,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.68},7449.5749,2898.3963,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-605.15},7852.6469,1927.7433,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.32},7862.4306,1943.0368,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;38.58},7971.1966,3421.2555,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.13},8555.4690,3372.4828,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-633.01},7923.3075,2840.4197,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.68},7926.9988,2856.2337,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-475.20},14084.0684,4761.0384,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.13},14092.4084,4775.8979,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-316.61},14057.7226,5177.7257,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.22},14066.1995,5192.6010,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-345.70},14531.5021,5256.5527,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.35},14526.7993,4210.6919,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-917.02},13691.3509,3534.4836,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.94},13698.9973,3550.4337,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-183.54},14297.1620,5818.4621,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-649.92},13614.1975,4240.6571,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-758.79},14112.9361,3948.8097,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-432.10},13081.1733,4742.0399,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-465.70},13576.1726,4664.7707,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-525.91},14531.5696,4723.1756,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.52},14537.3518,4740.0956,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.90},14107.1363,4420.2789,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-697.04},14518.4233,4195.9175,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-395.88},12591.4363,4862.6511,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.02},12540.0409,5272.0404,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.20},13143.2986,4517.0423,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-536.07},13136.7056,4501.9900,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.51},10588.0208,4476.2599,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-542.38},10577.7763,4461.8242,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-800.72},9529.9507,2311.8346,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-844.22},10117.2187,2183.4430,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.50},13361.9383,2797.1954,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.51},14540.4347,5272.5312,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.62},14050.2513,5639.6804,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-205.54},14281.3626,5690.9657,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.55},14515.1991,5645.8365,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-391.94},14082.8316,4901.6023,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;35.88},13622.7574,4259.0337,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-210.86},14043.5575,5625.0632,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.19},14091.5123,4916.5360,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.93},4502.1843,3699.7054,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-271.22},4494.1946,3685.3243,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.05},4480.5903,3198.6856,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-311.83},4469.1734,3181.9697,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.29},4584.2366,5215.3378,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-184.33},4575.8839,5200.1697,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.14},5041.0121,4162.6186,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.82},4552.3720,4708.4546,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-305.08},4471.7127,2931.6704,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-202.21},3533.7878,4255.6424,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.24},3377.1532,3361.5300,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-179.99},3761.4470,4827.4825,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.15},3542.1210,4271.1468,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-257.02},4467.3333,2680.2151,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.72},4478.6474,2950.3802,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-223.05},3368.1924,3340.1822,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.04},4472.1078,2697.8202,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-148.85},5890.2008,5758.3709,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.45},6152.4720,5732.4946,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-147.55},6142.8464,5812.0046,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.56},5898.9692,5772.3745,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-366.32},6560.2368,4989.2851,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.34},5585.0990,5144.1072,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-265.85},6143.2427,5717.1197,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.09},6562.1991,5005.4171,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;33.55},6151.6771,5828.7718,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-164.02},4868.1168,5389.3514,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.53},4874.9921,5404.6222,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.88},4722.8347,5583.8736,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-125.40},4714.7383,5567.3601,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.58},5605.8538,5639.0057,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-195.48},5595.8045,5625.4967,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.33},5452.2474,5819.3796,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-117.85},5444.7003,5805.1255,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-390.60},6752.5104,4656.6381,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;36.56},6759.8302,4671.1714,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;34.09},6665.0522,4833.6220,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-365.78},6660.6219,4820.7726,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;合格},5930.5848,5419.2000,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.72},5819.5040,5407.3123,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-404.39},6540.7481,4505.1777,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.83},6546.5939,4520.7890,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-331.39},6074.4635,5111.7679,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.47},7432.8101,2479.7840,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.16},6468.5562,3341.7900,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.71},6454.9499,3097.6412,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-531.59},6440.8430,3082.9198,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-431.45},6544.5215,4045.1225,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.74},6082.2893,5125.2297,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-503.39},6458.9791,3327.1094,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.66},6550.0044,4062.4810,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;32.06},5181.0756,5588.0313,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.85},4351.1997,5477.6058,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-211.00},5099.4460,5160.0572,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-124.03},5173.7571,5572.4721,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-102.00},4087.3215,5751.8511,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.99},3771.0118,4847.9704,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-109.04},4341.8246,5461.1245,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.67},4094.9482,5767.3382,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-300.25},5054.4081,4660.3783,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.81},5343.3349,4368.6770,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-285.65},5031.6901,4150.7963,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-274.17},5811.9273,5392.3688,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.94},5104.0620,5173.5236,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-265.28},4545.9955,4693.4860,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.82},5060.9090,4676.1009,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C7;-294.23},4823.1385,4394.8091,0.0000,,,,
1,多行文字,{\fSimHei|b0|i0|c134|p2;\C1;31.76},4829.0729,4408.9437,0.0000,,,,
1,圆,,,,,10.0349,12209.4555,3111.9222,0.0000
1,圆,,,,,7.3677,8654.3746,4971.8566,0.0000
1,圆,,,,,7.3677,8833.1979,5372.2772,0.0000
1,圆,,,,,7.3677,8599.9253,3931.9771,0.0000
1,圆,,,,,7.3677,8612.1475,4253.2605,0.0000
1,圆,,,,,7.3677,9093.4603,3995.8193,0.0000
1,圆,,,,,7.3677,9091.5828,4501.8992,0.0000
1,圆,,,,,7.3677,9090.2858,3066.6581,0.0000
1,圆,,,,,7.3677,9054.6632,3511.9096,0.0000
1,圆,,,,,7.3677,8611.8787,3402.3131,0.0000
1,圆,,,,,7.3677,8125.5152,4852.5420,0.0000
1,圆,,,,,7.3677,8114.8057,5086.7123,0.0000
1,圆,,,,,7.3677,8038.1943,3445.0433,0.0000
1,圆,,,,,7.3677,8144.8098,4431.8614,0.0000
1,圆,,,,,7.3677,8516.8330,2038.5929,0.0000
1,圆,,,,,7.3677,8610.2237,2846.9478,0.0000
1,圆,,,,,7.3677,8381.7954,4973.4663,0.0000
1,圆,,,,,7.3677,8503.4241,1741.1975,0.0000
1,圆,,,,,7.3677,10175.8043,2229.4592,0.0000
1,圆,,,,,7.3677,10173.0379,2647.5904,0.0000
1,圆,,,,,7.3677,9580.0387,3805.7868,0.0000
1,圆,,,,,7.3677,9777.7275,4700.9939,0.0000
1,圆,,,,,7.3677,10064.4751,3936.6520,0.0000
1,圆,,,,,7.3677,10076.0627,4833.3630,0.0000
1,圆,,,,,7.3677,10123.1873,2997.8072,0.0000
1,圆,,,,,7.3677,10084.0123,3385.6289,0.0000
1,圆,,,,,7.3677,9620.6987,3321.8622,0.0000
1,圆,,,,,7.3677,9252.9728,4417.5848,0.0000
1,圆,,,,,7.3677,9287.8906,5593.8592,0.0000
1,圆,,,,,7.3677,9123.5705,4685.4155,0.0000
1,圆,,,,,7.3677,9101.0704,5447.8030,0.0000
1,圆,,,,,7.3677,9586.8808,2354.2901,0.0000
1,圆,,,,,7.3677,9624.3930,2877.5240,0.0000
1,圆,,,,,7.3677,9393.2981,5610.9930,0.0000
1,圆,,,,,7.3677,9536.4946,1837.0711,0.0000
1,圆,,,,,7.3677,6624.8183,5002.0900,0.0000
1,圆,,,,,7.3677,6820.3406,4658.4700,0.0000
1,圆,,,,,7.3677,6593.7680,4074.6946,0.0000
1,圆,,,,,7.3677,6613.9795,4517.6120,0.0000
1,圆,,,,,7.3677,7053.0070,3281.7843,0.0000
1,圆,,,,,7.3677,7095.6029,3756.1797,0.0000
1,圆,,,,,7.3677,6735.3802,4838.5793,0.0000
1,圆,,,,,7.3677,7039.6728,2738.9318,0.0000
1,圆,,,,,7.3677,6538.3972,3602.3841,0.0000
1,圆,,,,,7.3677,6208.8136,5843.9546,0.0000
1,圆,,,,,7.3677,6454.9849,1808.4891,0.0000
1,圆,,,,,7.3677,5963.7824,5773.6357,0.0000
1,圆,,,,,7.3677,6217.4153,5737.1076,0.0000
1,圆,,,,,7.3677,6501.9071,3097.2405,0.0000
1,圆,,,,,7.3677,6518.4201,3346.3301,0.0000
1,圆,,,,,7.3677,6494.5889,2280.6216,0.0000
1,圆,,,,,7.3677,6488.7461,2584.1734,0.0000
1,圆,,,,,7.3677,7614.1216,4759.0260,0.0000
1,圆,,,,,7.3677,7632.3431,5117.6053,0.0000
1,圆,,,,,7.3677,7596.5142,3909.9702,0.0000
1,圆,,,,,7.3677,7625.9589,4639.6085,0.0000
1,圆,,,,,7.3677,7835.5969,4993.8322,0.0000
1,圆,,,,,7.3677,7979.9803,2865.6850,0.0000
1,圆,,,,,7.3677,7791.1593,3723.4746,0.0000
1,圆,,,,,7.3677,7863.1824,4526.2105,0.0000
1,圆,,,,,7.3677,7535.5034,3330.5811,0.0000
1,圆,,,,,7.3677,7111.7397,4815.1811,0.0000
1,圆,,,,,7.3677,7409.4188,4053.2488,0.0000
1,圆,,,,,7.3677,7102.7460,4083.4248,0.0000
1,圆,,,,,7.3677,7127.1763,4406.3023,0.0000
1,圆,,,,,7.3677,7480.7284,2488.6998,0.0000
1,圆,,,,,7.3677,7520.8785,2894.0483,0.0000
1,圆,,,,,7.3677,7380.2649,4746.6137,0.0000
1,圆,,,,,7.3677,7363.8943,4877.0988,0.0000
1,圆,,,,,7.3677,12115.4174,3946.9759,0.0000
1,圆,,,,,7.3677,12078.3830,4435.0550,0.0000
1,圆,,,,,7.3677,12233.8602,3171.0759,0.0000
1,圆,,,,,7.3677,12145.8907,3507.4149,0.0000
1,圆,,,,,7.3677,12004.4672,5122.9636,0.0000
1,圆,,,,,7.3677,12075.4569,5237.9828,0.0000
1,圆,,,,,7.3677,12023.9612,4820.1163,0.0000
1,圆,,,,,7.3677,11978.1070,5016.5233,0.0000
1,圆,,,,,7.3677,12175.3493,2644.3277,0.0000
1,圆,,,,,7.3677,11625.3104,5536.4163,0.0000
1,圆,,,,,7.3677,11598.3595,5902.0506,0.0000
1,圆,,,,,7.3677,11594.6121,4390.3165,0.0000
1,圆,,,,,7.3677,11623.8032,5396.9514,0.0000
