8654.3746,4971.8566,-315.98
8833.1979,5372.2772,-300.77
8599.9253,3931.9771,-474.30
8612.1475,4253.2605,-339.51
9093.4603,3995.8193,-503.05
9091.5828,4501.8992,-387.45
9090.2858,3066.6581,-639.82
9054.6632,3511.9096,-559.76
8611.8787,3402.3131,-553.42
8125.5152,4852.542,-342.23
8114.8057,5086.7123,-381.60
8038.1943,3445.0433,-541.26
8144.8098,4431.8614,-342.23
8516.833,2038.5929,-718.86
8610.2237,2846.9478,-661.17
8381.7954,4973.4663,-306.37
8503.4241,1741.1975,-691.60
10175.8043,2229.4592,-844.22
10173.0379,2647.5904,-776.64
9580.0387,3805.7868,-554.53
9777.7275,4700.9939,-412.05
10064.4751,3936.652,-574.39
10076.0627,4833.363,-413.23
10123.1873,2997.8072,-708.22
10084.0123,3385.6289,-638.24
9620.6987,3321.8622,-624.59
9252.9728,4417.5848,-440.24
9287.8906,5593.8592,-313.96
9123.5705,4685.4155,-373.11
9101.0704,5447.803,-297.72
9586.8808,2354.2901,-800.72
9624.393,2877.524,-709.58
9393.2981,5610.993,-317.25
9536.4946,1837.0711,-879.35
6624.8183,5002.09,-366.32
6820.3406,4658.47,-390.60
6593.768,4074.6946,-431.45
6613.9795,4517.612,-404.39
7053.007,3281.7843,-572.85
7095.6029,3756.1797,-495.57
6735.3802,4838.5793,-365.78
7039.6728,2738.9318,-572.60
6538.3972,3602.3841,-500.66
6208.8136,5843.9546,-147.55
6454.9849,1808.4891,-226.87
5963.7824,5773.6357,-148.85
6217.4153,5737.1076,-265.85
6501.9071,3097.2405,-531.59
6518.4201,3346.3301,-503.39
6494.5889,2280.6216,-630.65
6488.7461,2584.1734,-616.12
7614.1216,4759.026,-408.80
7632.3431,5117.6053,-322.44
7596.5142,3909.9702,-486.45
7625.9589,4639.6085,-403.39
7835.5969,4993.8322,-416.23
7979.9803,2865.685,-633.01
7791.1593,3723.4746,-495.92
7863.1824,4526.2105,-395.62
7535.5034,3330.5811,-548.25
7111.7397,4815.1811,-379.80
7409.4188,4053.2488,-468.12
7102.746,4083.4248,-453.87
7127.1763,4406.3023,-441.84
7480.7284,2488.6998,-632.83
7520.8785,2894.0483,-617.28
7380.2649,4746.6137,-405.39
7363.8943,4877.0988,-373.57
12115.4174,3946.9759,-768.36
12078.383,4435.055,-677.80
12233.8602,3171.0759,-892.57
12145.8907,3507.4149,-839.73
12004.4672,5122.9636,-416.45
12075.4569,5237.9828,-344.89
12023.9612,4820.1163,-561.10
11978.107,5016.5233,-480.42
12175.3493,2644.3277,-909.13
11625.3104,5536.4163,-321.39
11598.3595,5902.0506,-222.62
11594.6121,4390.3165,-659.25
11623.8032,5396.9514,-350.62
11747.6567,5809.3983,-222.62
11863.6551,5896.8399,-209.10
11810.7996,5281.6072,-382.84
11905.7537,5707.1987,-234.44
12876.3945,5624.8982,-176.94
13252.2381,3242.4478,-948.06
12754.4156,4542.4094,-531.29
12629.4911,4914.2625,-395.88
13225.3392,4304.3054,-629.34
13199.2119,4521.7947,-536.07
13198.0947,3944.7853,-701.85
13184.2866,4113.1763,-701.85
12714.0476,4360.0378,-637.33
12393.1367,4495.5953,-660.43
12244.9471,5381.6107,-257.46
12131.7661,5689.5991,-156.15
12121.4995,5849.6373,-177.52
12655.2853,3835.7923,-822.50
12670.7065,4138.7717,-771.22
12932.1521,1644.2754,-530.95
12652.5737,3480.711,-870.78
10662.3862,4501.1785,-542.38
10618.6803,5207.2104,-374.53
10658.1207,3734.785,-657.73
10643.0795,3986.3541,-625.49
10846.9201,5585.5548,-289.89
10991.0875,5625.0358,-278.07
11001.56,5437.996,-306.66
10981.6972,5548.1479,-306.66
10664.8122,3460.2759,-675.46
10448.3017,3927.2293,-602.92
10316.5613,4018.2745,-573.15
10091.1951,5141.4164,-339.44
10125.1897,5463.4938,-325.60
10721.6886,2498.9961,-816.54
10691.4427,2980.7336,-741.33
10502.1829,5524.9807,-319.15
10477.2281,5636.8109,-310.56
